ADDRESS,SQFT,BEDS,BATHS,BTH_STYLE,KITCH_STYLE,PROPERTY_TYPE,YRS_SINCE_REMOD,HOA_FEES,NEIGHBORHOOD,PROPERTY_TYPE,AGE_OF_HOME,LIST_PRICE,DAYS_ON_MKT,AVE_PRICE_IN_NEIGHBORHOOD
655 E Seventh St #2,500.0,1.0,1.0,M,M,Condo/Co-op,129.0,185.0,South Boston,Condo/Co-op,129.0,425000.0,58.0,769346.4857594938
2967B Washington St #8,1443.0,3.0,2.5,M,S,Condo/Co-op,19.0,250.0,Roxbury,Condo/Co-op,19.0,499000.0,14.0,537764.754385965
53 Marcella St,3714.0,8.0,3.0,M,M,Multi-Family (2-4 Unit),3.0,0.0,Roxbury,Multi-Family (2-4 Unit),129.0,869000.0,41.0,537764.754385965
1-3 Griggs Pl,5534.0,12.0,3.0,M,M,Multi-Family (2-4 Unit),2.0,0.0,Allston,Multi-Family (2-4 Unit),134.0,1049000.0,56.0,610009.9384615384
18 Roxana St #1,1737.0,3.0,2.0,M,M,Condo/Co-op,16.0,216.0,Hyde Park's Readville,Condo/Co-op,144.0,449900.0,48.0,511451.98
138 Perham St,2496.0,5.0,1.5,M,M,Single Family Residential,5.0,0.0,West Roxbury,Single Family Residential,119.0,775000.0,66.0,585752.2868686869
39 I St #2,641.0,1.0,1.0,M,M,Condo/Co-op,9.0,137.0,South Boston,Condo/Co-op,129.0,429000.0,82.0,769346.4857594938
33 Schuyler St,4380.0,6.0,3.0,S,S,Multi-Family (2-4 Unit),114.0,0.0,Roxbury,Multi-Family (2-4 Unit),114.0,550000.0,35.0,537764.754385965
42-44 Hutchings St #1,1394.0,3.0,1.0,S,S,Condo/Co-op,17.0,312.0,Roxbury,Condo/Co-op,84.0,349000.0,47.0,537764.754385965
1058 Washington St #2,1249.0,3.0,1.0,M,M,Condo/Co-op,99.0,0.0,Dorchester,Condo/Co-op,99.0,339000.0,51.0,562529.161971831
152 Old Colony Ave #7,1105.0,2.0,2.0,M,M,Condo/Co-op,13.0,298.0,South Boston,Condo/Co-op,13.0,639900.0,26.0,769346.4857594938
72 Seminole St,1482.0,3.0,2.0,M,M,Single Family Residential,3.0,0.0,Hyde Park,Single Family Residential,89.0,359000.0,55.0,449727.45945945947
18 Harrison St #3,1100.0,2.0,2.0,M,M,Condo/Co-op,4.0,0.0,Roslindale,Condo/Co-op,3.0,489000.0,50.0,523412.4187082406
65 Cornwall St #204,649.0,1.0,1.0,M,M,Townhouse,14.0,380.0,Jamaica Plain,Townhouse,14.0,355909.0,59.0,663824.107776262
4 Sheldon St #1,924.0,2.0,1.0,M,M,Condo/Co-op,18.0,155.0,Roslindale,Condo/Co-op,109.0,399900.0,56.0,523412.4187082406
20-22 Glen Rd #2,878.0,2.0,1.0,S,S,Condo/Co-op,32.0,250.0,Jamaica Plain,Condo/Co-op,114.0,399000.0,57.0,663824.107776262
109 Williams St #3,665.0,1.0,1.0,M,M,Condo/Co-op,8.0,200.0,Jamaica Plain,Condo/Co-op,89.0,349000.0,39.0,663824.107776262
94-96 Rossmore Rd #3,943.0,2.0,1.0,S,S,Condo/Co-op,109.0,195.0,Jamaica Plain,Condo/Co-op,109.0,379000.0,32.0,663824.107776262
29 Lorna Rd,3752.0,6.0,2.0,S,S,Multi-Family (2-4 Unit),17.0,0.0,Mattapan,Multi-Family (2-4 Unit),84.0,489900.0,76.0,448626.2718446602
436 Norfolk St,2828.0,5.0,2.5,S,M,Single Family Residential,3.0,0.0,Mattapan,Single Family Residential,109.0,430000.0,28.0,448626.2718446602
100 Capen St #4,781.0,2.0,1.0,S,S,Condo/Co-op,15.0,300.0,Dorchester,Condo/Co-op,109.0,209000.0,57.0,562529.161971831
61 Alban St,5239.0,7.0,3.5,M,M,Single Family Residential,17.0,0.0,Dorchester,Single Family Residential,131.0,1100000.0,89.0,562529.161971831
16 Westminster Ave Unit C1,1430.0,3.0,2.0,M,M,Condo/Co-op,13.0,200.0,Roxbury,Condo/Co-op,13.0,395000.0,54.0,537764.754385965
49-51 Paul Gore St #1,1512.0,3.0,2.0,M,M,Condo/Co-op,11.0,160.0,Jamaica Plain,Condo/Co-op,114.0,615000.0,29.0,663824.107776262
5 Mark St,3179.0,9.0,3.0,S,S,Multi-Family (2-4 Unit),5.0,0.0,Jamaica Plain,Multi-Family (2-4 Unit),119.0,1199900.0,44.0,663824.107776262
159 O St #2,674.0,2.0,2.0,M,M,Condo/Co-op,10.0,126.0,South Boston,Condo/Co-op,114.0,539000.0,74.0,769346.4857594938
1435 Centre St,2600.0,5.0,1.0,S,S,Multi-Family (2-4 Unit),2.0,0.0,West Roxbury,Multi-Family (2-4 Unit),99.0,649900.0,60.0,585752.2868686869
11 Wayne St,4819.0,5.0,2.5,M,M,Single Family Residential,3.0,0.0,Dorchester,Single Family Residential,114.0,449900.0,56.0,562529.161971831
176-178 Fuller St,2288.0,6.0,2.0,S,S,Multi-Family (2-4 Unit),89.0,0.0,Dorchester,Multi-Family (2-4 Unit),89.0,399900.0,99.0,562529.161971831
156 Porter St #307,1020.0,1.0,1.5,M,M,Condo/Co-op,3.0,285.0,East Boston,Condo/Co-op,107.0,539000.0,46.0,577539.0482315114
182 Cottage St #301,827.0,2.0,1.0,M,M,Condo/Co-op,33.0,244.0,East Boston's Jeffries Point,Condo/Co-op,109.0,449000.0,77.0,577752.3559322035
130 Shirley St #1,1072.0,2.0,2.0,M,M,Condo/Co-op,11.0,217.0,Roxbury,Condo/Co-op,119.0,399000.0,55.0,537764.754385965
10 Shipway Pl #10,1401.0,2.0,2.5,M,M,Condo/Co-op,35.0,619.0,Charlestown,Condo/Co-op,35.0,959000.0,26.0,842946.4683301344
88 Beacon St #2,772.0,1.0,1.0,M,M,Townhouse,2.0,209.0,Beacon Hill,Townhouse,119.0,789000.0,56.0,1108321.586419753
756 Saratoga St,3825.0,9.0,3.0,M,M,Multi-Family (2-4 Unit),109.0,0.0,East Boston,Multi-Family (2-4 Unit),109.0,815000.0,69.0,577539.0482315114
57 Falcon St,2356.0,4.0,2.0,S,S,Multi-Family (2-4 Unit),109.0,0.0,East Boston,Multi-Family (2-4 Unit),109.0,599900.0,40.0,577539.0482315114
8-12 Bartlett Pl #4,808.0,2.0,1.0,M,M,Condo/Co-op,10.0,164.0,North End,Condo/Co-op,120.0,699000.0,56.0,713586.6813186812
9-11 Harcourt St #201,1246.0,2.0,2.0,M,M,Condo/Co-op,2.0,488.0,Back Bay,Condo/Co-op,120.0,1249000.0,40.0,1160344.096196868
149 Fuller St,757.0,2.0,1.0,S,S,Single Family Residential,55.0,0.0,Dorchester's Ashmont,Single Family Residential,69.0,330000.0,57.0,534712.0365853659
146 Marlborough St #8,569.0,1.0,1.0,M,S,Condo/Co-op,40.0,297.0,Back Bay,Condo/Co-op,139.0,620000.0,42.0,1160344.096196868
53 Boutwell St,969.0,2.0,1.5,S,S,Single Family Residential,33.0,0.0,Dorchester's Neponset,Single Family Residential,33.0,479000.0,29.0,486415.3717948718
129 Neponset Ave #7,1226.0,2.0,1.5,S,S,Townhouse,32.0,225.0,Dorchester,Townhouse,32.0,299000.0,49.0,562529.161971831
22 Buttonwood St #3,926.0,2.0,2.0,M,M,Condo/Co-op,14.0,200.0,Dorchester,Condo/Co-op,114.0,429900.0,52.0,562529.161971831
2 Moreland St #1,1169.0,3.0,1.5,M,S,Townhouse,33.0,200.0,Roxbury,Townhouse,121.0,219000.0,41.0,537764.754385965
31 Concord Sq #2,1100.0,2.0,2.0,M,S,Condo/Co-op,37.0,279.0,South End,Condo/Co-op,129.0,815000.0,36.0,1109405.737771739
30 Union Park St #305,1430.0,2.0,2.0,M,M,Condo/Co-op,3.0,497.0,South End,Condo/Co-op,169.0,1295000.0,34.0,1109405.737771739
9 Bellflower St #1,1251.0,3.0,2.0,M,M,Condo/Co-op,3.0,150.0,Dorchester,Condo/Co-op,114.0,519000.0,31.0,562529.161971831
767 Dorchester Ave #2,1022.0,2.0,1.0,M,M,Condo/Co-op,10.0,154.0,Dorchester,Condo/Co-op,114.0,415000.0,38.0,562529.161971831
23 Dunlap St,3885.0,9.0,3.0,S,S,Multi-Family (2-4 Unit),13.0,0.0,Dorchester,Multi-Family (2-4 Unit),119.0,599000.0,70.0,562529.161971831
37 Parker St #37,1400.0,3.0,2.5,M,M,Townhouse,13.0,185.0,Charlestown,Townhouse,13.0,599900.0,101.0,842946.4683301344
614 Columbus Ave #8,1004.0,2.0,1.5,S,S,Condo/Co-op,129.0,403.0,South End,Condo/Co-op,129.0,740000.0,37.0,1109405.737771739
220 W Springfield St #4,1492.0,2.0,1.5,M,L,Condo/Co-op,35.0,579.0,South End,Condo/Co-op,129.0,1399000.0,23.0,1109405.737771739
8 Boyd St,3120.0,9.0,3.0,S,S,Multi-Family (2-4 Unit),119.0,0.0,Dorchester,Multi-Family (2-4 Unit),119.0,559900.0,86.0,562529.161971831
179 Beacon St #5,1030.0,2.0,1.0,M,M,Condo/Co-op,3.0,318.0,Back Bay,Condo/Co-op,119.0,1175000.0,59.0,1160344.096196868
61 Commonwealth Ave #3,1188.0,2.0,2.0,M,L,Condo/Co-op,2.0,930.0,Back Bay,Condo/Co-op,140.0,1350000.0,64.0,1160344.096196868
320 Commonwealth Ave #21,590.0,1.0,1.0,M,M,Condo/Co-op,38.0,357.0,Back Bay,Condo/Co-op,119.0,699000.0,22.0,1160344.096196868
360 Marlborough St #1,1528.0,2.0,2.5,L,M,Condo/Co-op,8.0,390.0,Back Bay,Condo/Co-op,144.0,2099000.0,28.0,1160344.096196868
20 JULIETTE St #3,967.0,2.0,2.0,M,M,Condo/Co-op,14.0,170.0,Dorchester,Condo/Co-op,119.0,399800.0,50.0,562529.161971831
275 Gallivan Blvd #3,1255.0,2.0,1.0,S,S,Condo/Co-op,17.0,180.0,Dorchester,Condo/Co-op,120.0,319900.0,46.0,562529.161971831
246-248 Gallivan Blvd,3471.0,5.0,2.0,M,M,Multi-Family (2-4 Unit),2.0,0.0,Dorchester's Ashmont,Multi-Family (2-4 Unit),84.0,629900.0,27.0,534712.0365853659
256 E St #1,1000.0,2.0,1.5,M,M,Condo/Co-op,129.0,175.0,South Boston,Condo/Co-op,129.0,499000.0,50.0,769346.4857594938
30 Woodward St #3,609.0,1.0,1.0,M,M,Condo/Co-op,129.0,124.0,South Boston,Condo/Co-op,129.0,405000.0,45.0,769346.4857594938
7 Lark St #1,1610.0,2.0,2.0,M,M,Condo/Co-op,12.0,200.0,South Boston,Condo/Co-op,12.0,699000.0,51.0,769346.4857594938
15 Hampstead Rd #2,1339.0,3.0,1.0,S,M,Condo/Co-op,17.0,200.0,Jamaica Plain,Condo/Co-op,120.0,579000.0,58.0,663824.107776262
580 Washington St #814,799.0,1.0,1.0,L,L,Condo/Co-op,6.0,630.0,Midtown,Condo/Co-op,6.0,919000.0,126.0,1438016.4602272727
580 Washington St #707,1162.0,2.0,2.0,L,L,Condo/Co-op,6.0,994.0,Midtown,Condo/Co-op,6.0,1399999.0,49.0,1438016.4602272727
11 Goodway Rd #1,970.0,2.0,1.0,M,S,Condo/Co-op,14.0,160.0,Jamaica Plain,Condo/Co-op,94.0,375000.0,47.0,663824.107776262
43 Westland Ave #404,1334.0,2.0,2.0,M,M,Condo/Co-op,6.0,767.0,Kenmore/Fenway,Condo/Co-op,6.0,1150000.0,45.0,713805.0
12 Stoneholm St #325,596.0,1.0,1.0,M,M,Condo/Co-op,,423.0,Kenmore/Fenway,Condo/Co-op,,489000.0,54.0,713805.0
388 Marlborough St #7,580.0,1.0,1.0,S,M,Condo/Co-op,38.0,351.0,Back Bay,Condo/Co-op,139.0,599000.0,30.0,1160344.096196868
315-317 Beacon St #1,444.0,0.0,1.0,M,M,Condo/Co-op,3.0,220.0,Back Bay,Condo/Co-op,148.0,459000.0,30.0,1160344.096196868
259 Beacon St #1,486.0,1.0,1.0,M,M,Condo/Co-op,2.0,275.0,Back Bay,Condo/Co-op,139.0,429000.0,27.0,1160344.096196868
119 Marlborough St #9,600.0,1.0,1.0,M,L,Condo/Co-op,13.0,430.0,Back Bay,Condo/Co-op,129.0,639000.0,31.0,1160344.096196868
76 Elm St #304,925.0,2.0,1.0,M,M,Condo/Co-op,13.0,585.0,Jamaica Plain,Condo/Co-op,93.0,244576.0,96.0,663824.107776262
17 Glade Ave #1,1032.0,2.0,1.0,M,M,Condo/Co-op,7.0,200.0,Jamaica Plain,Condo/Co-op,114.0,495000.0,40.0,663824.107776262
31 Plainfield St #3,997.0,2.0,2.0,M,M,Condo/Co-op,2.0,200.0,Jamaica Plain,Condo/Co-op,139.0,550000.0,30.0,663824.107776262
19 Lourdes Ave #3,1061.0,3.0,1.0,S,S,Condo/Co-op,33.0,150.0,Jamaica Plain,Condo/Co-op,119.0,449900.0,37.0,663824.107776262
41 Rossmore Rd #1,1015.0,2.0,2.0,M,M,Condo/Co-op,2.0,205.0,Jamaica Plain,Condo/Co-op,2.0,639900.0,44.0,663824.107776262
51 Gray St,2005.0,4.0,2.0,M,L,Multi-Family (2-4 Unit),8.0,0.0,South End,Multi-Family (2-4 Unit),159.0,1875000.0,47.0,1109405.737771739
66 Appleton St #2,492.0,1.0,1.0,M,M,Condo/Co-op,36.0,177.0,South End,Condo/Co-op,129.0,525000.0,36.0,1109405.737771739
18-20 Malta St,2444.0,5.0,2.0,M,M,Multi-Family (2-4 Unit),3.0,0.0,Mattapan,Multi-Family (2-4 Unit),109.0,499999.0,66.0,448626.2718446602
15 Ralwood Rd,1523.0,4.0,1.5,S,S,Single Family Residential,62.0,0.0,Hyde Park,Single Family Residential,62.0,350000.0,45.0,449727.45945945947
360 W Second St #13,951.0,2.0,2.0,M,M,Condo/Co-op,6.0,268.0,South Boston,Condo/Co-op,6.0,649000.0,45.0,769346.4857594938
322 Athens St #1,500.0,1.0,1.0,M,M,Condo/Co-op,3.0,200.0,South Boston,Condo/Co-op,99.0,399900.0,55.0,769346.4857594938
681 Massachusetts Ave #3,623.0,1.0,1.0,N,N,Condo/Co-op,35.0,157.0,South End,Condo/Co-op,119.0,439000.0,38.0,1109405.737771739
15 E Springfield St #3,612.0,2.0,1.0,S,M,Condo/Co-op,11.0,215.0,South End,Condo/Co-op,169.0,559000.0,56.0,1109405.737771739
664 Massachusetts Ave #2,595.0,2.0,1.0,M,M,Condo/Co-op,2.0,150.0,South End,Condo/Co-op,109.0,529000.0,45.0,1109405.737771739
883 Harrison Ave #2,800.0,2.0,1.0,M,M,Condo/Co-op,5.0,161.0,South End,Condo/Co-op,109.0,519900.0,34.0,1109405.737771739
25 Worcester St,1735.0,2.0,2.5,,,Condo/Co-op,4.0,228.0,South End,Condo/Co-op,119.0,1849000.0,36.0,1109405.737771739
668 Massachusetts Ave #1,1120.0,2.0,2.0,M,M,Townhouse,6.0,242.0,South End,Townhouse,119.0,709000.0,85.0,1109405.737771739
881 Harrison Ave #1,777.0,2.0,1.0,M,M,Condo/Co-op,34.0,200.0,South End,Condo/Co-op,109.0,525000.0,45.0,1109405.737771739
3 Appleton St #505,772.0,1.0,1.0,S,M,Condo/Co-op,42.0,365.0,South End,Condo/Co-op,119.0,699000.0,20.0,1109405.737771739
505 Tremont St #417,1364.0,1.0,1.5,M,M,Condo/Co-op,16.0,1496.0,South End,Condo/Co-op,16.0,1495000.0,38.0,1109405.737771739
26 Sammett Ave,1268.0,3.0,1.5,S,S,Single Family Residential,44.0,0.0,Roslindale,Single Family Residential,64.0,449000.0,49.0,523412.4187082406
615 Adams St Unit 615C,1800.0,3.0,2.5,M,M,Townhouse,9.0,412.0,Dorchester's Ashmont,Townhouse,9.0,412000.0,38.0,534712.0365853659
424 Ashmont St #1,946.0,2.0,1.0,M,M,Condo/Co-op,7.0,150.0,Dorchester,Condo/Co-op,114.0,335000.0,55.0,562529.161971831
20 Mallet St,2114.0,5.0,2.0,M,M,Single Family Residential,3.0,0.0,Dorchester,Single Family Residential,104.0,399900.0,48.0,562529.161971831
303 Berkeley St #7,1915.0,2.0,2.0,L,M,Condo/Co-op,18.0,1648.0,Back Bay,Condo/Co-op,144.0,2850000.0,95.0,1160344.096196868
85 Thompson St,988.0,3.0,2.0,M,M,Single Family Residential,39.0,0.0,Hyde Park,Single Family Residential,34.0,434000.0,45.0,449727.45945945947
55 Parkton Rd #2,1111.0,3.0,1.0,S,S,Condo/Co-op,19.0,200.0,Jamaica Plain,Condo/Co-op,114.0,559000.0,45.0,663824.107776262
78 Durnell Ave #78,2350.0,3.0,3.0,M,M,Townhouse,11.0,268.0,Roslindale,Townhouse,11.0,589000.0,59.0,523412.4187082406
1692 Washington St #5,1661.0,3.0,2.0,M,M,Condo/Co-op,13.0,345.0,South End,Condo/Co-op,109.0,1595000.0,9.0,1109405.737771739
31 Rutland St #1,1320.0,2.0,2.5,M,M,Condo/Co-op,17.0,200.0,South End,Condo/Co-op,17.0,1289000.0,72.0,1109405.737771739
26 Park St,2906.0,4.0,2.5,L,L,Single Family Residential,6.0,0.0,West Roxbury,Single Family Residential,122.0,1175000.0,71.0,585752.2868686869
285 Columbus Ave #501,856.0,1.0,1.0,M,M,Condo/Co-op,12.0,621.0,South End,Condo/Co-op,95.0,799000.0,43.0,1109405.737771739
167 Athens St,1628.0,3.0,2.5,M,M,Single Family Residential,7.0,0.0,South Boston,Single Family Residential,129.0,1099000.0,35.0,769346.4857594938
2191 Centre St,1042.0,3.0,1.0,S,S,Single Family Residential,69.0,0.0,West Roxbury,Single Family Residential,69.0,465000.0,53.0,585752.2868686869
85 Woodley Ave,1247.0,3.0,1.5,M,S,Single Family Residential,59.0,0.0,West Roxbury,Single Family Residential,59.0,449900.0,71.0,585752.2868686869
15 Spinney St #1,1200.0,2.0,2.0,M,M,Condo/Co-op,3.0,0.0,West Roxbury's Bellevue Hill,Condo/Co-op,69.0,465000.0,38.0,721138.0294117647
47 Evans St Unit C,900.0,3.0,1.5,M,M,Condo/Co-op,13.0,221.0,Dorchester,Condo/Co-op,13.0,249000.0,41.0,562529.161971831
1576 Commonwealth Ave #19,500.0,1.0,1.0,M,M,Condo/Co-op,34.0,342.0,Brighton,Condo/Co-op,99.0,300000.0,19.0,637503.5923344948
1992 Commonwealth Ave #6,933.0,2.0,1.0,M,M,Condo/Co-op,14.0,512.0,Brighton,Condo/Co-op,92.0,449000.0,31.0,637503.5923344948
109 Annafran St,1365.0,3.0,1.5,S,S,Single Family Residential,74.0,0.0,Roslindale,Single Family Residential,74.0,349900.0,65.0,523412.4187082406
10 Lewiston St,950.0,2.0,1.5,S,S,Single Family Residential,79.0,0.0,Hyde Park,Single Family Residential,79.0,349900.0,35.0,449727.45945945947
93-95 Callender St,2662.0,4.0,2.0,S,S,Multi-Family (2-4 Unit),49.0,0.0,Dorchester,Multi-Family (2-4 Unit),114.0,429900.0,70.0,562529.161971831
4 Jerome St,3236.0,9.0,2.5,S,M,Multi-Family (2-4 Unit),19.0,0.0,Dorchester,Multi-Family (2-4 Unit),129.0,629000.0,48.0,562529.161971831
8 Mt Cushing Ter #2,1916.0,3.0,2.0,M,M,Condo/Co-op,4.0,200.0,Dorchester,Condo/Co-op,105.0,519000.0,36.0,562529.161971831
40 Hancock St #4,700.0,2.0,1.0,S,S,Condo/Co-op,12.0,244.0,Dorchester,Condo/Co-op,12.0,255000.0,51.0,562529.161971831
11 Upton St #1,2484.0,3.0,3.5,M,M,Condo/Co-op,18.0,586.0,South End,Condo/Co-op,120.0,2495000.0,54.0,1109405.737771739
95 Sawyer Ave #1,1142.0,2.0,2.0,M,M,Condo/Co-op,13.0,212.0,Dorchester,Condo/Co-op,119.0,489000.0,35.0,562529.161971831
36 Sawyer Ave Unit A,1925.0,2.0,2.5,M,M,Townhouse,13.0,100.0,Dorchester,Townhouse,13.0,799900.0,60.0,562529.161971831
15 Townsend St,1754.0,4.0,1.5,M,M,Single Family Residential,2.0,0.0,Roxbury,Single Family Residential,119.0,345000.0,142.0,537764.754385965
12 Seaver St,5368.0,6.0,2.0,S,S,Multi-Family (2-4 Unit),119.0,0.0,Dorchester,Multi-Family (2-4 Unit),119.0,649500.0,63.0,562529.161971831
325 Commonwealth Ave #7,1666.0,3.0,2.0,S,S,Townhouse,2.0,769.0,Back Bay,Townhouse,149.0,1700000.0,39.0,1160344.096196868
1411 Washington St #6,823.0,1.0,1.0,M,S,Condo/Co-op,119.0,493.0,South End,Condo/Co-op,119.0,577000.0,61.0,1109405.737771739
535 Harrison Ave Unit A103,672.0,1.0,1.0,S,S,Condo/Co-op,17.0,283.0,South End,Condo/Co-op,17.0,369000.0,75.0,1109405.737771739
119 Cushing Ave #1,2257.0,3.0,3.0,M,M,Condo/Co-op,2.0,250.0,Dorchester's Savin Hill,Condo/Co-op,133.0,749000.0,76.0,587871.7603305785
58 W Rutland Sq #3,1435.0,2.0,2.5,M,M,Condo/Co-op,17.0,250.0,South End,Condo/Co-op,144.0,1450000.0,50.0,1109405.737771739
9 Concord Sq #1,600.0,1.0,1.0,S,S,Condo/Co-op,32.0,253.0,South End,Condo/Co-op,119.0,599000.0,61.0,1109405.737771739
33 Sleeper St #604,1263.0,1.0,1.0,M,M,Condo/Co-op,37.0,837.0,Seaport District,Condo/Co-op,108.0,1089000.0,38.0,1137853.1846153846
32 Yarmouth St Unit C,680.0,1.0,1.0,M,M,Condo/Co-op,14.0,339.0,South End,Condo/Co-op,120.0,599000.0,38.0,1109405.737771739
410 Columbus Ave #1,1343.0,2.0,2.5,L,M,Townhouse,9.0,167.0,South End,Townhouse,154.0,1399000.0,56.0,1109405.737771739
3 Leeds St #2,597.0,2.0,1.0,M,M,Condo/Co-op,16.0,150.0,South Boston,Condo/Co-op,109.0,499000.0,36.0,769346.4857594938
488 Dorchester Ave Unit 4C,1160.0,2.0,2.0,M,M,Condo/Co-op,3.0,0.0,South Boston,Condo/Co-op,3.0,859000.0,55.0,769346.4857594938
240 Heath St #308,895.0,2.0,2.0,M,M,Condo/Co-op,3.0,289.0,Jamaica Plain,Condo/Co-op,109.0,429000.0,44.0,663824.107776262
251 Heath St #407,957.0,1.0,1.0,M,M,Condo/Co-op,122.0,580.0,Jamaica Plain,Condo/Co-op,122.0,499000.0,50.0,663824.107776262
309 Bolton St,1890.0,2.0,1.5,M,M,Single Family Residential,19.0,0.0,South Boston,Single Family Residential,129.0,675000.0,61.0,769346.4857594938
22 Gates St #1,1834.0,3.0,3.0,M,M,Condo/Co-op,15.0,200.0,South Boston,Condo/Co-op,129.0,699000.0,51.0,769346.4857594938
336-338 Athens St,924.0,2.0,2.0,M,M,Multi-Family (2-4 Unit),129.0,0.0,South Boston,Multi-Family (2-4 Unit),129.0,549900.0,44.0,769346.4857594938
46-48 G St #3,1300.0,2.0,1.5,M,M,Townhouse,12.0,232.0,South Boston,Townhouse,119.0,799999.0,50.0,769346.4857594938
40 Buttonwood St #2,969.0,2.0,1.0,M,M,Condo/Co-op,2.0,184.0,Dorchester,Condo/Co-op,87.0,485000.0,54.0,562529.161971831
37 Weld Hill St #1,954.0,2.0,1.0,M,M,Condo/Co-op,99.0,164.0,Jamaica Plain,Condo/Co-op,99.0,425000.0,75.0,663824.107776262
8 Woodlawn St #2,810.0,2.0,1.0,M,M,Condo/Co-op,33.0,100.0,Jamaica Plain,Condo/Co-op,99.0,325000.0,70.0,663824.107776262
54 McBride St #2,1286.0,2.0,1.0,S,S,Condo/Co-op,19.0,285.0,Jamaica Plain,Condo/Co-op,139.0,460000.0,43.0,663824.107776262
39-41 Cranston St #3,1060.0,2.0,1.0,M,M,Condo/Co-op,11.0,207.0,Jamaica Plain,Condo/Co-op,114.0,489000.0,30.0,663824.107776262
5 Spofford Rd #15,590.0,1.0,1.0,S,M,Condo/Co-op,37.0,316.0,Allston,Condo/Co-op,119.0,329000.0,23.0,610009.9384615384
15 N Beacon St #416,744.0,2.0,1.5,M,M,Condo/Co-op,30.0,588.0,Allston,Condo/Co-op,30.0,450000.0,20.0,610009.9384615384
15 N Beacon St #604,840.0,2.0,1.5,M,M,Condo/Co-op,30.0,655.0,Allston,Condo/Co-op,30.0,468000.0,22.0,610009.9384615384
16 Woodbine St,2076.0,6.0,2.0,M,M,Multi-Family (2-4 Unit),6.0,0.0,Roxbury,Multi-Family (2-4 Unit),119.0,399000.0,58.0,537764.754385965
98 Moreland St,2699.0,5.0,3.0,M,M,Multi-Family (2-4 Unit),19.0,0.0,Roxbury,Multi-Family (2-4 Unit),129.0,649000.0,54.0,537764.754385965
12 Moultrie St #1,2147.0,3.0,3.0,M,M,Condo/Co-op,6.0,0.0,Dorchester,Condo/Co-op,119.0,499000.0,47.0,562529.161971831
158 Cottage St Unit 4R,783.0,2.0,1.0,M,M,Condo/Co-op,13.0,152.0,East Boston's Jeffries Point,Condo/Co-op,109.0,399900.0,46.0,577752.3559322035
57 Copeland St #2,1091.0,3.0,2.0,M,M,Condo/Co-op,129.0,150.0,Roxbury,Condo/Co-op,129.0,375000.0,62.0,537764.754385965
145 Pinckney St #318,530.0,1.0,1.0,S,M,Condo/Co-op,67.0,427.0,Beacon Hill,Condo/Co-op,67.0,549000.0,51.0,1108321.586419753
145 Pinckney St #227,1210.0,2.0,2.0,S,S,Condo/Co-op,67.0,1170.0,Beacon Hill,Condo/Co-op,67.0,1550000.0,55.0,1108321.586419753
3912 Washington St Unit B,1592.0,3.0,2.5,M,M,Townhouse,7.0,100.0,Roslindale,Townhouse,7.0,449000.0,65.0,523412.4187082406
97 Millet St,1655.0,3.0,1.0,M,M,Single Family Residential,3.0,0.0,Dorchester,Single Family Residential,136.0,415000.0,68.0,562529.161971831
589 Park St,3516.0,8.0,3.0,M,M,Multi-Family (2-4 Unit),119.0,0.0,Dorchester,Multi-Family (2-4 Unit),119.0,625000.0,77.0,562529.161971831
87 Blue Hill Ave,2162.0,4.0,3.0,S,S,Multi-Family (2-4 Unit),129.0,0.0,Roxbury,Multi-Family (2-4 Unit),129.0,595000.0,38.0,537764.754385965
23 Goethe St #2,1370.0,3.0,2.0,M,M,Townhouse,2.0,150.0,West Roxbury,Townhouse,79.0,424900.0,54.0,585752.2868686869
65 E India Row Unit 14A,753.0,1.0,1.0,S,S,Condo/Co-op,49.0,601.0,Waterfront,Condo/Co-op,49.0,599000.0,47.0,1175421.3673469387
156 I St #3,695.0,2.0,1.0,M,M,Condo/Co-op,114.0,150.0,South Boston,Condo/Co-op,114.0,529000.0,44.0,769346.4857594938
234 Causeway St #1109,1472.0,2.0,2.0,M,M,Condo/Co-op,8.0,1262.0,Waterfront,Condo/Co-op,120.0,1599000.0,29.0,1175421.3673469387
234 Causeway St #1202,971.0,2.0,1.0,M,M,Condo/Co-op,17.0,1048.0,Waterfront,Condo/Co-op,16.0,970000.0,57.0,1175421.3673469387
28 Wenham St #1,1750.0,3.0,2.0,M,M,Condo/Co-op,14.0,241.0,Jamaica Plain,Condo/Co-op,109.0,439000.0,55.0,663824.107776262
234 Causeway St #804,1195.0,1.0,2.0,M,M,Condo/Co-op,17.0,797.0,Waterfront,Condo/Co-op,17.0,850000.0,33.0,1175421.3673469387
510 Columbus Ave #2,959.0,2.0,1.0,M,M,Condo/Co-op,27.0,216.0,South End,Condo/Co-op,159.0,995000.0,65.0,1109405.737771739
10 Franconia St,2670.0,5.0,2.0,M,M,Multi-Family (2-4 Unit),3.0,0.0,Dorchester,Multi-Family (2-4 Unit),104.0,649900.0,40.0,562529.161971831
48 Weld Hill St #2,1118.0,3.0,1.0,S,M,Condo/Co-op,15.0,201.0,Jamaica Plain,Condo/Co-op,109.0,435000.0,39.0,663824.107776262
343 Commercial St #207,1582.0,2.0,2.0,L,L,Condo/Co-op,3.0,899.0,Waterfront,Condo/Co-op,164.0,1699000.0,39.0,1175421.3673469387
